Sector,Calendar Year,Budget Year,Indicator,Source,Calendar Value,Budget Value,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Unit
Economy,,2019-2020,Remittance from USA,Bangladesh Bank,,"2,403.40",,,,,,,,,,,,,Million USD
Economy,,2020-2021,Remittance from USA,Bangladesh Bank,,3461.68,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Remittance from USA,Bangladesh Bank,,1842.86,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Remittance from USA,Bangladesh Bank,,1997.49,,,,,,,,,,,,,Million USD
Economy,,2016-2017,Remittance from USA,Bangladesh Bank,,1688.86,,,,,,,,,,,,,Million USD
Economy,2020,,Remittance from USA,Bangladesh Bank,,,223,208,179,171,267,253,343.54,219.72,251.94,275.42,273.50,282.35,Million USD
Economy,2021,,Remittance from USA,Bangladesh Bank,,,284.95,259.17,298.56,344.23,334.50,293.80,282.44,277.52,298.22,293.92,,,Million USD
Economy,,2015-2016,Remittance from USA,Bangladesh Bank,,2413.82,,,,,,,,,,,,,Million USD
Economy,,2014-2015,Remittance from USA,Bangladesh Bank,,2380.19,,,,,,,,,,,,,Million USD
Economy,,2013-2014,Remittance from USA,Bangladesh Bank,,2323.32,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Remittance from USA,Bangladesh Bank,,1859.76,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Remittance from USA,Bangladesh Bank,,1498.46,,,,,,,,,,,,,Million USD
Economy,,2010-2011,Remittance from USA,Bangladesh Bank,,1848.51,,,,,,,,,,,,,Million USD
Economy,,2009-2010,Remittance from USA,Bangladesh Bank,,1451.89,,,,,,,,,,,,,Million USD
Economy,2010,,Remittance Outflow from Bangladesh,World Bank,3.15,,,,,,,,,,,,,,Billion USD
Economy,2011,,Remittance Outflow from Bangladesh,World Bank,3.74,,,,,,,,,,,,,,Billion USD
Economy,2012,,Remittance Outflow from Bangladesh,World Bank,4.12,,,,,,,,,,,,,,Billion USD
Economy,2013,,Remittance Outflow from Bangladesh,World Bank,1.8,,,,,,,,,,,,,,Billion USD
Economy,2014,,Remittance Outflow from Bangladesh,World Bank,1.95,,,,,,,,,,,,,,Billion USD
Economy,2015,,Remittance Outflow from Bangladesh,World Bank,2.17,,,,,,,,,,,,,,Billion USD
Economy,2016,,Remittance Outflow from Bangladesh,World Bank,2.01,,,,,,,,,,,,,,Billion USD
Economy,2017,,Remittance Outflow from Bangladesh,World Bank,2.11,,,,,,,,,,,,,,Billion USD
Economy,2018,,Remittance Outflow from Bangladesh,World Bank,2.46,,,,,,,,,,,,,,Billion USD
Economy,2019,,Remittance Outflow from Bangladesh,World Bank,,,,,,,,,,,,,,,Billion USD
Economy,2020,,Remittance via Mobile Financial Services  (MFS),Bangladesh Bank,,,29.68,29.99,31.63,112.38,,,,,,,,,Crore BDT
Economy,2019,,Remittance via Mobile Financial Services  (MFS),Bangladesh Bank,,,,,,,,,,,,,26.3,30.95,Crore BDT
Economy,2018,,Remittance via Mobile Financial Services  (MFS),Bangladesh Bank,,,,5.5,6.6,,19,28,15,32,31,61,,,Crore BDT
Economy,,2020-2021,Revenue -Chattogram Custom House (CHC),National Board of Revenue (NBR),,"51,577",,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,Revenue -Chattogram Custom House (CHC),National Board of Revenue (NBR),,"41,854",,,,,,,,,,,,,Crore BDT
Economy,2020,,"Revenue Collection (Cigarette, Pharmaceuticals and Mobile phone)","Large Taxpayers Unit, VAT",,,,,,,,,,53.82,88.40,129.92,171.97,220.21,Billion BDT
Economy,2021,,"Revenue Collection (Cigarette, Pharmaceuticals and Mobile phone)","Large Taxpayers Unit, VAT",,,267.79,312.95,362.09,,,,,,,,,,Billion BDT
Economy,2020,,Revenue Collection by NBR,National Board of Revenue (NBR),,,"20,839","18,415","20,593","9,975","13,530","29,895","14,757","15,406","19,830","18,136","17,275",,Crore BDT
Economy,2019,,Revenue Collection by NBR,National Board of Revenue (NBR),,,"18,857","16,624","19,699","19,987","20,110","30,259","15,827","14,285","17,904","17,708","18,596","21,469",Crore BDT
Economy,2018,,Revenue Collection by NBR,National Board of Revenue (NBR),,,,,,,,,"13,712","14,949","17,519","16,213","17,267","18,263",Crore BDT
Economy,,2009-2010,Revenue Collection by NBR,National Board of Revenue (NBR),,"59,741",,,,,,,,,,,,,Crore BDT
Economy,,2010-2011,Revenue Collection by NBR,National Board of Revenue (NBR),,"79,403",,,,,,,,,,,,,Crore BDT
Economy,,2011-2012,Revenue Collection by NBR,National Board of Revenue (NBR),,"95,059",,,,,,,,,,,,,Crore BDT
Economy,,2012-2013,Revenue Collection by NBR,National Board of Revenue (NBR),,"109,152",,,,,,,,,,,,,Crore BDT
Economy,,2013-2014,Revenue Collection by NBR,National Board of Revenue (NBR),,"120,820",,,,,,,,,,,,,Crore BDT
Economy,,2014-2015,Revenue Collection by NBR,National Board of Revenue (NBR),,"135,701",,,,,,,,,,,,,Crore BDT
Economy,,2015-2016,Revenue Collection by NBR,National Board of Revenue (NBR),,"153,627",,,,,,,,,,,,,Crore BDT
Economy,,2016-2017,Revenue Collection by NBR,National Board of Revenue (NBR),,"171,656",,,,,,,,,,,,,Crore BDT
Economy,,2017-2018,Revenue Collection by NBR,National Board of Revenue (NBR),,"202,313",,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,Revenue Collection by NBR,National Board of Revenue (NBR),,"223,892",,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,Revenue Collection by NBR,National Board of Revenue (NBR),,"218,406",,,,,,,,,,,,,Crore BDT
Economy,,2020-2021,Revenue from Source Tax Deduction,Department of National Savings,,3292.59,,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,Revenue from Source Tax Deduction,Department of National Savings,,2221.83,,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,Revenue from Source Tax Deduction,Department of National Savings,,1257.09,,,,,,,,,,,,,Crore BDT
Economy,,2017-2018,Revenue from Source Tax Deduction,Department of National Savings,,1015.16,,,,,,,,,,,,,Crore BDT
Economy,,2016-2017,Revenue from Source Tax Deduction,Department of National Savings,,778.74,,,,,,,,,,,,,Crore BDT
Economy,,2010-2011,Service sector contribution (%) to GDP,Ministry of Finance,,55%,,,,,,,,,,,,,Percentage
Economy,,2011-2012,Service sector contribution (%) to GDP,Ministry of Finance,,55%,,,,,,,,,,,,,Percentage
Economy,,2019-2020,Service sector contribution (%) to GDP,Ministry of Finance,,51%,,,,,,,,,,,,,Percentage
Economy,2013,,Social Protection Expenditure (%) of GDP,Asian Development Bank (ADB),1.2%,,,,,,,,,,,,,,Percentage
Economy,2012,,Social Protection Expenditure (%) of GDP,Asian Development Bank (ADB),1.3%,,,,,,,,,,,,,,Percentage
Economy,2011,,Social Protection Expenditure (%) of GDP,Asian Development Bank (ADB),1.3%,,,,,,,,,,,,,,Percentage
Economy,2010,,Social Protection Expenditure (%) of GDP,Asian Development Bank (ADB),1.6%,,,,,,,,,,,,,,Percentage
Economy,2009,,Social Protection Expenditure (%) of GDP,Asian Development Bank (ADB),1.4%,,,,,,,,,,,,,,Percentage
Economy,2008,,Social Protection Expenditure (%) of GDP,Asian Development Bank (ADB),1.4%,,,,,,,,,,,,,,Percentage
Economy,2011,,Tax Revenue (% of GDP),World Bank,9%,,,,,,,,,,,,,,Percentage
Economy,,2000-2001,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2001-2002,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2002-2003,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2003-2004,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2004-2005,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2005-2006,Tax Revenue (% of GDP),National Board of Revenue (NBR),,7%,,,,,,,,,,,,,Percentage
Economy,,2006-2007,Tax Revenue (% of GDP),National Board of Revenue (NBR),,7%,,,,,,,,,,,,,Percentage
Economy,,2007-2008,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2008-2009,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2009-2010,Tax Revenue (% of GDP),National Board of Revenue (NBR),,8%,,,,,,,,,,,,,Percentage
Economy,,2010-2011,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2011-2012,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2012-2013,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2013-2014,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2014-2015,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2015-2016,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2016-2017,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2017-2018,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2018-2019,Tax Revenue (% of GDP),National Board of Revenue (NBR),,9%,,,,,,,,,,,,,Percentage
Economy,,2019-2020,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,104,,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,251,,,,,,,,,,,,,Crore BDT
Economy,,2017-2018,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,233,,,,,,,,,,,,,Crore BDT
Economy,,2016-2017,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,246,,,,,,,,,,,,,Crore BDT
Economy,,2015-2016,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,158,,,,,,,,,,,,,Crore BDT
Economy,,2014-2015,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,174,,,,,,,,,,,,,Crore BDT
Economy,,2013-2014,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,154,,,,,,,,,,,,,Crore BDT
Economy,,2012-2013,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,127,,,,,,,,,,,,,Crore BDT
Economy,,2011-2012,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,272,,,,,,,,,,,,,Crore BDT
Economy,,2010-2011,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,447,,,,,,,,,,,,,Crore BDT
Economy,,2020-2021,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,266,,,,,,,,,,,,,Crore BDT
Economy,2021,,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,,39,15.7,,,,,28.9,50.2,52,40.7,,,Crore BDT
Economy,2020,,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,34.3,11.2,15.5,,,,,18.8,24.6,27.5,21.6,18.3,,Crore BDT
Economy,2019,,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,9.1,32.6,23.3,,,,,19.5,8.3,15.7,11.23,8.9,,Crore BDT
Economy,2018,,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,14.4,,,,,,,22.5,14.2,21.5,18.9,15.3,,Crore BDT
Economy,2017,,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,,,,,,,,8.5,10.9,10.9,,,,Crore BDT
Economy,2016,,Tax Revenue from DSE,Dhaka Stock Exchange (DSE),,,,,,,,,25.2,27.1,30.8,,,,Crore BDT
Economy,,2000-2001,Total investment in Savings Certificate,Department of National Savings,,6871.31,,,,,,,,,,,,,Crore BDT
Economy,,2001-2002,Total investment in Savings Certificate,Department of National Savings,,8716.96,,,,,,,,,,,,,Crore BDT
Economy,,2002-2003,Total investment in Savings Certificate,Department of National Savings,,9418.63,,,,,,,,,,,,,Crore BDT
Economy,,2003-2004,Total investment in Savings Certificate,Department of National Savings,,9678.20,,,,,,,,,,,,,Crore BDT
Economy,,2004-2005,Total investment in Savings Certificate,Department of National Savings,,"10,180.57",,,,,,,,,,,,,Crore BDT
Economy,,2005-2006,Total investment in Savings Certificate,Department of National Savings,,"13,799.83",,,,,,,,,,,,,Crore BDT
Economy,,2006-2007,Total investment in Savings Certificate,Department of National Savings,,"15,123.53",,,,,,,,,,,,,Crore BDT
Economy,,2007-2008,Total investment in Savings Certificate,Department of National Savings,,"14,105.79",,,,,,,,,,,,,Crore BDT
Economy,,2008-2009,Total investment in Savings Certificate,Department of National Savings,,"16,035.28",,,,,,,,,,,,,Crore BDT
Economy,,2009-2010,Total investment in Savings Certificate,Department of National Savings,,"25,553.69",,,,,,,,,,,,,Crore BDT
Economy,,2010-2011,Total investment in Savings Certificate,Department of National Savings,,"17,232.03",,,,,,,,,,,,,Crore BDT
Economy,,2011-2012,Total investment in Savings Certificate,Department of National Savings,,"18,955.35",,,,,,,,,,,,,Crore BDT
Economy,,2012-2013,Total investment in Savings Certificate,Department of National Savings,,"23,326.77",,,,,,,,,,,,,Crore BDT
Economy,,2013-2014,Total investment in Savings Certificate,Department of National Savings,,"24,309.60",,,,,,,,,,,,,Crore BDT
Economy,,2014-2015,Total investment in Savings Certificate,Department of National Savings,,"42,659.78",,,,,,,,,,,,,Crore BDT
Economy,,2015-2016,Total investment in Savings Certificate,Department of National Savings,,"53,712.45",,,,,,,,,,,,,Crore BDT
Economy,,2016-2017,Total investment in Savings Certificate,Department of National Savings,,"75,134.7",,,,,,,,,,,,,Crore BDT
Economy,,2017-2018,Total investment in Savings Certificate,Department of National Savings,,"78,784.68",,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,Total investment in Savings Certificate,Department of National Savings,,"90,342.39",,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,Total investment in Savings Certificate,Department of National Savings,,"67,127.75",,,,,,,,,,,,,Crore BDT
Economy,2000,,Trade Balance,World Bank,-2.47,,,,,,,,,,,,,,Billion USD
Economy,2001,,Trade Balance,World Bank,-2.87,,,,,,,,,,,,,,Billion USD
Economy,2002,,Trade Balance,World Bank,-2.27,,,,,,,,,,,,,,Billion USD
Economy,2003,,Trade Balance,World Bank,-2.88,,,,,,,,,,,,,,Billion USD
Economy,2004,,Trade Balance,World Bank,-2.97,,,,,,,,,,,,,,Billion USD
Economy,2005,,Trade Balance,World Bank,-3.90,,,,,,,,,,,,,,Billion USD
Economy,2006,,Trade Balance,World Bank,-3.88,,,,,,,,,,,,,,Billion USD
Economy,2007,,Trade Balance,World Bank,-4.74,,,,,,,,,,,,,,Billion USD
Economy,2008,,Trade Balance,World Bank,-6.69,,,,,,,,,,,,,,Billion USD
Economy,2009,,Trade Balance,World Bank,-6.37,,,,,,,,,,,,,,Billion USD
Economy,2010,,Trade Balance,World Bank,-6.63,,,,,,,,,,,,,,Billion USD
Economy,2011,,Trade Balance,World Bank,-9.75,,,,,,,,,,,,,,Billion USD
Economy,2012,,Trade Balance,World Bank,-10.39,,,,,,,,,,,,,,Billion USD
Economy,2013,,Trade Balance,World Bank,-10.83,,,,,,,,,,,,,,Billion USD
Economy,2014,,Trade Balance,World Bank,-11.30,,,,,,,,,,,,,,Billion USD
Economy,2015,,Trade Balance,World Bank,-14.46,,,,,,,,,,,,,,Billion USD
Economy,2016,,Trade Balance,World Bank,-10.31,,,,,,,,,,,,,,Billion USD
Economy,2017,,Trade Balance,World Bank,-13.06,,,,,,,,,,,,,,Billion USD
Economy,2018,,Trade Balance,World Bank,-23.69,,,,,,,,,,,,,,Billion USD
Economy,2019,,Trade Balance,World Bank,-18.50,,,,,,,,,,,,,,Billion USD
Economy,2020,,Trade Balance,World Bank,-20.76,,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Trade deficit,Bangladesh Bank,,15.49,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Trade deficit,Bangladesh Bank,,18.18,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Trade deficit,Bangladesh Bank,,9.47,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Trade deficit,Bangladesh Bank,,6.46,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Trade deficit,Bangladesh Bank,,6.97,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Trade deficit,Bangladesh Bank,,6.79,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Trade deficit,Bangladesh Bank,,7.01,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Trade deficit,Bangladesh Bank,,9.32,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Trade deficit,Bangladesh Bank,,7.74,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Trade deficit,Bangladesh Bank,,5.15,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Trade deficit,Bangladesh Bank,,17.86,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Trade deficit,Bangladesh Bank,,22.80,,,,,,,,,,,,,Billion USD
Economy,,2000-2001,VAT Collection / Revenue,National Board of Revenue (NBR),,"6,985",,,,,,,,,,,,,Crore BDT
Economy,,2006-2007,VAT Collection / Revenue,National Board of Revenue (NBR),,"13,782",,,,,,,,,,,,,Crore BDT
Economy,,2011-2012,VAT Collection / Revenue,National Board of Revenue (NBR),,"35,777",,,,,,,,,,,,,Crore BDT
Economy,,2016-2017,VAT Collection / Revenue,National Board of Revenue (NBR),,"63,849",,,,,,,,,,,,,Crore BDT
Economy,,2017-2018,VAT Collection / Revenue,National Board of Revenue (NBR),,"74,451",,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,VAT Collection / Revenue,National Board of Revenue (NBR),,"87,180",,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,VAT Collection / Revenue,National Board of Revenue (NBR),,"84,850",,,,,,,,,,,,,Crore BDT
Economy,,2020-2021,VAT Collection / Revenue,National Board of Revenue (NBR),,"93,000",,,,,,,,,,,,,Crore BDT
Economy,2020,,VAT Collection / Revenue,National Board of Revenue (NBR),,,,,"6,015","3,648",,,,,,,,,Crore BDT
Economy,2021,,VAT Collection / Revenue,National Board of Revenue (NBR),,,,,,,,,4232.80,,,,,,Crore BDT
Economy,,2020-2021,VAT Evasion,National Board of Revenue (NBR),,"1,676",,,,,,,,,,,,,Crore BDT
Economy,2020,,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,,7%,7%,6%,6%,6%,6%,6%,6%,6%,6%,,,Percentage
Economy,,2020-2021,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,6%,,,,,,,,,,,,,Percentage
Economy,,2019-2020,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,6%,,,,,,,,,,,,,Percentage
Economy,,2018-2019,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,6.4%,,,,,,,,,,,,,Percentage
Economy,,2017-2018,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,6%,,,,,,,,,,,,,Percentage
Economy,,2016-2017,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,6.5%,,,,,,,,,,,,,Percentage
Economy,,2015-2016,Wage Rate Index (WRI),Bangladesh Bureau of Statistics (BBS),,7%,,,,,,,,,,,,,Percentage
,,2012-2013,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,8.05%,,,,,,,,,,,,,Percentage
,,2013-2014,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,6.97%,,,,,,,,,,,,,Percentage
,,2014-2015,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,6.25%,,,,,,,,,,,,,Percentage
,,2015-2016,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,5.53%,,,,,,,,,,,,,Percentage
,,2016-2017,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,5.94%,,,,,,,,,,,,,Percentage
,,2017-2018,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,5.54%,,,,,,,,,,,,,Percentage
,,2018-2019,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,5.52%,,,,,,,,,,,,,Percentage
,,2019-2020,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,6.02%,,,,,,,,,,,,,Percentage
,,2020-2021,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,5.64%,,,,,,,,,,,,,Percentage
,2018,,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,,,,,,,,5.51%,5.48%,5.43%,5.40%,5.37%,5.35%,Percentage
,2019,,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,,5.42%,5.47%,5.55%,5.58%,5.63%,5.52%,5.62%,5.49%,5.54%,5.47%,6.05%,5.75%,Percentage
,2020,,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,,5.57%,5.46%,5.48%,5.96%,5.35%,6.02%,5.53%,5.68%,5.97%,6.44%,5.52%,5.29%,Percentage
,2021,,Inflation- Point to Point,Bangladesh Bureau of Statistics (BBS),,,5.02%,5.32%,5.47%,5.56%,5.26%,5.64%,,,5.59%,5.70%,,,Percentage
,,2012-2013,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,6.78%,,,,,,,,,,,,,Percentage
,,2013-2014,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,7.35%,,,,,,,,,,,,,Percentage
,,2014-2015,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,6.40%,,,,,,,,,,,,,Percentage
,,2015-2016,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,5.92%,,,,,,,,,,,,,Percentage
,,2016-2017,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,5.44%,,,,,,,,,,,,,Percentage
,,2017-2018,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,5.78%,,,,,,,,,,,,,Percentage
,,2018-2019,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,5.48%,,,,,,,,,,,,,Percentage
,,2019-2020,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,5.65%,,,,,,,,,,,,,Percentage
,,2020-2021,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,5.56%,,,,,,,,,,,,,Percentage
,2018,,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,,5.88%,5.72%,5.68%,5.63%,5.57%,5.54%,5.78%,5.74%,5.68%,5.63%,5.58%,5.55%,Percentage
,2019,,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,,5.51%,5.49%,5.48%,5.47%,5.48%,5.48%,5.48%,5.48%,5.49%,5.50%,5.56%,5.59%,Percentage
,2020,,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,,5.60%,5.60%,5.60%,5.63%,5.61%,5.65%,5.64%,5.65%,5.69%,5.77%,5.73%,5.69%,Percentage
,2021,,Inflation- Average,Bangladesh Bureau of Statistics (BBS),,,5.64%,5.63%,5.63%,5.60%,5.59%,5.56%,,,,,,,Percentage
,,2012-2013,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,8.26%,,,,,,,,,,,,,Percentage
,,2013-2014,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,8%,,,,,,,,,,,,,Percentage
,,2014-2015,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,6.32%,,,,,,,,,,,,,Percentage
,,2015-2016,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,4.23%,,,,,,,,,,,,,Percentage
,,2016-2017,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,7.51%,,,,,,,,,,,,,Percentage
,,2017-2018,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.98%,,,,,,,,,,,,,Percentage
,,2018-2019,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.40%,,,,,,,,,,,,,Percentage
,,2019-2020,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,6.54%,,,,,,,,,,,,,Percentage
,,2020-2021,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.45%,,,,,,,,,,,,,Percentage
,2018,,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,,,,,,,6.18%,5.97%,5.42%,5.08%,5.29%,5.28%,Percentage
,2019,,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,5.33%,5.44%,5.72%,5.54%,5.49%,5.40%,5.42%,5.27%,5.30%,5.49%,6.41%,5.88%,Percentage
,2020,,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,5.12%,4.97%,4.87%,5.91%,5.09%,6.54%,5.70%,6.08%,6.50%,7.34%,5.73%,5.34%,Percentage
,2021,,Inflation (Food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,5.23%,5.42%,5.51%,5.57%,4.87%,5.45%,,,5.21%,5.22%,,,Percentage
,,2012-2013,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,5.22%,,,,,,,,,,,,,Percentage
,,2013-2014,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,8.57%,,,,,,,,,,,,,Percentage
,,2014-2015,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,6.67%,,,,,,,,,,,,,Percentage
,,2015-2016,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,4.91%,,,,,,,,,,,,,Percentage
,,2016-2017,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,6.02%,,,,,,,,,,,,,Percentage
,,2017-2018,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,7.13%,,,,,,,,,,,,,Percentage
,,2018-2019,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,5.51%,,,,,,,,,,,,,Percentage
,,2019-2020,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,5.52%,,,,,,,,,,,,,Percentage
,,2020-2021,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,5.73%,,,,,,,,,,,,,Percentage
,2018,,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,,,,,,,,7.06%,6.95%,6.74%,6.52%,6.37%,6.21%,Percentage
,2019,,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,,6.02%,5.87%,5.76%,5.64%,5.55%,5.51%,5.45%,5.39%,5.38%,5.42%,5.51%,5.56%,Percentage
,2020,,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,,5.54%,5.50%,5.43%,5.46%,5.43%,5.52%,5.54%,5.61%,5.71%,5.87%,5.82%,5.77%,Percentage
,2021,,Inflation (Food)- Average,Bangladesh Bureau of Statistics (BBS),,,5.78%,5.82%,5.87%,5.84%,5.82%,5.73%,,,,,,,Percentage
,,2012-2013,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,7.75%,,,,,,,,,,,,,Percentage
,,2013-2014,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.45%,,,,,,,,,,,,,Percentage
,,2014-2015,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,6.15%,,,,,,,,,,,,,Percentage
,,2015-2016,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,7.50%,,,,,,,,,,,,,Percentage
,,2016-2017,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,3.67%,,,,,,,,,,,,,Percentage
,,2017-2018,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,4.87%,,,,,,,,,,,,,Percentage
